"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"6455";19301;0.57;"A";6;0;58;50;1;"D";24;13
"6463";19318;1;"A";10;12;43;50;2;"D";24;13
"6480";19349;1;"B";10;7;87;50;1;"E";24;13
"6516";19424;0.87;"C";6;1;71;62;2;"D";53;13
"6517";19425;0.12;"C";6;1;71;62;2;"D";53;13
"6529";19449;1;"A";6;7;42;50;2;"E";24;13
"6531";19454;1;"C";10;14;68;50;12;"D";82;13
"6553";19494;1;"D";7;10;52;50;11;"E";24;13
"6567";19520;1;"A";6;12;79;50;3;"E";24;13
"6589";19560;1;"C";6;5;46;50;2;"E";53;13
"6591";19563;0.62;"C";6;10;52;50;2;"E";53;13
"6617";19613;1;"D";7;13;50;50;1;"E";24;13
"6643";19665;1;"D";6;10;53;50;1;"D";24;13
"6644";19667;0.72;"A";6;14;51;50;2;"D";24;13
"6670";19718;1;"C";6;3;80;52;2;"E";24;13
"6693";19766;1;"A";7;2;61;50;13;"D";24;13
"6700";19779;1;"B";4;14;70;50;2;"E";24;13
"6702";19783;1;"C";9;1;61;50;12;"E";24;13
"6711";19800;0.5;"B";7;11;70;50;1;"E";24;13
"6714";19807;0.69;"C";12;3;55;50;12;"D";24;13
"6762";19897;1;"B";8;23;52;50;6;"D";24;13
"6774";19919;1;"A";5;8;68;50;2;"E";24;13
"6775";19921;1;"A";5;2;55;50;1;"D";24;13
"6807";19982;0.24;"A";6;5;41;50;2;"D";24;13
"6810";19987;1;"C";7;9;62;50;1;"E";24;13
"6820";20006;1;"A";4;14;58;50;1;"E";24;13
"6827";20020;1;"B";4;13;52;50;1;"D";24;13
"6828";20024;0.47;"A";4;7;45;50;2;"D";24;13
"6864";20094;1;"B";7;5;68;50;1;"D";24;13
"6865";20096;1;"A";6;8;49;50;1;"D";24;13
"6875";20115;1;"A";6;4;87;50;2;"E";24;13
"6876";20117;1;"A";7;4;55;50;2;"D";24;13
"6880";20124;0.75;"B";6;5;31;50;2;"D";24;13
"6890";20142;1;"A";7;19;49;50;1;"E";24;13
"6906";20171;1;"D";6;1;61;50;1;"E";24;13
"6920";20200;1;"A";5;21;67;50;1;"E";24;13
"6921";20203;0.35;"C";6;3;63;50;2;"D";24;13
"6943";20248;1;"A";6;2;74;50;13;"D";24;13
"6946";20254;1;"A";7;16;52;50;1;"E";24;13
"6956";20273;0.64;"E";6;6;48;50;3;"D";11;13
"6973";20305;1;"A";6;2;61;50;1;"D";24;13
"6975";20311;1;"D";6;13;21;80;2;"D";24;4
"6976";20314;0.18;"C";5;1;42;50;1;"D";24;13
"6979";20319;1;"C";8;1;45;50;2;"D";24;13
"7024";20403;0.83;"C";7;10;42;50;2;"D";24;13
"7037";20428;1;"E";6;11;46;50;3;"E";24;13
"7069";20490;1;"A";4;33;78;50;1;"E";24;13
"7078";20507;0.25;"A";6;4;35;54;2;"D";24;11
"7129";20613;1;"A";7;3;74;50;2;"E";24;13
"7144";20640;1;"D";5;14;89;50;2;"E";24;13
"7150";20653;1;"E";5;6;71;50;1;"E";24;13
"7157";20665;1;"B";6;1;51;50;5;"D";24;13
"7161";20674;0.31;"E";4;10;21;100;2;"E";52;0
"7171";20695;1;"A";7;4;45;50;2;"D";24;13
"7199";20749;0.96;"D";4;13;54;50;6;"E";52;13
"7211";20770;0.00546448087431694;"C";11;8;53;77;13;"E";53;4
"7246";20841;0.87;"C";5;3;52;50;1;"E";53;13
"7249";20847;1;"D";6;4;57;50;2;"D";53;13
"7250";20849;0.00273224043715847;"E";7;0;56;50;2;"D";52;13
"7254";20854;0.36;"C";6;9;50;50;6;"D";25;13
"7273";20890;1;"C";7;8;46;50;2;"E";53;13
"7308";20953;1;"B";7;2;68;50;1;"D";24;13
"7325";20988;1;"D";6;6;65;50;2;"D";25;13
"7330";20996;0.04;"B";11;17;44;50;2;"E";25;13
"7354";21041;1;"E";11;9;53;50;2;"E";24;13
"7376";21082;1;"D";6;4;40;50;5;"E";25;13
"7379";21087;0.01;"C";7;8;69;50;5;"E";24;13
"7450";21230;0.32;"B";13;1;70;50;3;"E";82;13
"7473";21273;1;"C";4;1;71;50;1;"E";82;13
"7480";21288;1;"C";6;1;77;50;1;"E";82;13
"7518";21355;1;"E";5;21;50;50;1;"E";91;13
"7531";21380;1;"D";7;6;42;50;2;"D";82;13
"7533";21384;0.66;"C";6;7;43;50;2;"D";82;13
"7540";21397;1;"C";10;14;53;50;2;"D";24;13
"7560";21437;0.91;"D";6;4;55;50;2;"D";24;13
"7580";21471;0.53;"D";6;9;40;50;1;"D";52;13
"7599";21511;0.87;"C";7;7;53;50;1;"E";53;13
"7600";21513;1;"C";5;2;46;61;5;"E";52;13
"7609";21529;1;"C";4;12;65;50;4;"E";53;13
"7652";21615;0.14;"A";6;7;67;55;2;"D";24;13
"7653";21616;0.85;"A";6;5;67;50;2;"D";24;13
"7655";21622;1;"A";6;5;70;50;1;"D";24;13
"7657";21626;1;"A";5;7;64;55;5;"D";24;13
"7658";21628;1;"A";4;10;51;62;6;"E";24;13
"7668";21650;1;"B";7;3;39;50;2;"E";24;13
"7724";21759;1;"A";6;3;64;50;1;"D";24;13
"7736";21779;0.93;"E";4;0;55;75;4;"E";26;5
"7737";21781;0.47;"B";10;7;49;50;12;"E";24;13
"7747";21799;1;"C";5;3;52;50;5;"E";24;13
"7757";21817;0.87;"C";7;0;57;50;1;"E";24;13
"7762";21826;0.31;"C";6;0;53;50;2;"E";24;13
"7774";21846;0.5;"A";7;4;52;50;2;"E";24;13
"7822";21931;0.91;"A";5;9;50;50;2;"E";24;13
"7841";21967;1;"A";5;7;77;50;1;"D";24;13
"7859";22002;1;"C";7;5;50;50;2;"D";24;13
"7883";22047;1;"A";6;8;38;59;1;"D";24;13
"7886";22053;1;"C";9;13;58;50;1;"E";24;13
"7890";22061;1;"C";4;1;42;50;1;"E";26;13
"7893";22067;0.89;"A";5;4;60;50;1;"E";24;13
"7903";22087;0.37;"A";5;2;61;50;2;"E";24;13
"7904";22088;0.62;"A";6;0;61;50;2;"E";24;13
"7907";22094;1;"C";7;14;57;68;1;"E";24;7
"7917";22110;0.00273224043715847;"A";7;3;51;50;3;"D";24;13
"7944";22158;0.08;"C";5;10;45;50;2;"D";24;13
"7947";22163;0.91;"B";4;12;83;50;1;"E";24;13
"7949";22165;0.41;"F";6;8;57;95;1;"D";11;1
"7955";22176;1;"D";5;7;76;50;2;"E";24;13
"7979";22223;1;"A";4;22;81;50;1;"E";24;13
"7995";22257;0.29;"C";5;12;48;64;4;"E";82;8
"8000";22266;1;"A";6;15;79;50;6;"E";24;13
"8003";22272;1;"C";9;3;48;50;4;"E";93;13
"8012";22291;1;"A";7;5;38;50;2;"E";24;13
"8032";22329;1;"B";5;8;49;50;2;"D";24;13
"8051";22364;1;"A";6;3;47;50;1;"D";26;13
"8060";22380;0.65;"C";6;0;41;50;3;"D";24;13
"8062";22387;1;"C";5;5;69;50;5;"D";24;13
"8078";22421;0.29;"B";7;3;59;76;2;"E";24;5
"8089";22440;0.75;"C";7;3;70;50;10;"D";24;13
"8093";22447;1;"A";4;10;70;50;1;"E";24;13
"8103";22467;1;"A";6;1;63;50;2;"D";24;13
"8112";22485;0.65;"D";5;0;76;50;5;"D";24;13
"8122";22504;1;"C";4;3;69;95;1;"E";91;1
"8148";22559;1;"C";7;4;48;50;6;"D";53;13
"8152";22565;0.91;"C";6;6;45;50;2;"D";53;13
"8177";22611;0.08;"B";10;0;52;50;3;"E";25;13
"8184";22626;1;"C";7;4;43;50;1;"E";52;13
"8186";22629;0.63;"D";5;0;47;50;1;"D";53;13
"8200";22658;0.24;"C";7;8;48;50;2;"E";52;13
"8205";22669;0.08;"D";6;4;58;50;2;"D";53;13
"8223";22702;1;"D";7;9;58;50;14;"E";54;13
"8231";22719;1;"E";7;12;43;50;1;"E";52;13
"8255";22768;0.25;"C";5;0;69;50;2;"E";53;13
"8270";22797;0.55;"E";6;7;51;50;13;"E";53;13
"8321";22889;1;"B";7;6;44;50;2;"D";25;13
"8325";22897;0.62;"A";7;6;62;55;2;"E";24;13
"8332";22913;0.72;"E";6;7;51;50;1;"E";11;13
"8353";22951;1;"B";7;20;57;50;1;"E";53;13
"8421";23099;1;"C";5;4;45;50;2;"D";82;13
"8430";23115;0.58;"C";7;8;73;50;5;"E";54;13
"8447";23147;0.4;"E";13;2;56;50;13;"E";82;13
"8465";23179;1;"C";5;11;38;57;2;"D";82;10
"8480";23206;1;"C";8;4;69;50;1;"D";54;13
"8509";23261;0.34;"D";4;6;66;50;5;"E";11;13
"8515";23272;1;"A";5;13;61;50;1;"E";24;13
"8519";23279;0.68;"C";5;6;40;50;1;"E";53;13
"8522";23283;0.87;"B";5;15;49;50;2;"E";53;13
"8572";23373;1;"C";10;13;79;50;14;"E";24;13
"8577";23383;1;"E";4;2;51;50;1;"E";24;13
"8595";23420;1;"C";4;10;58;50;1;"E";24;13
"8602";23435;1;"E";4;7;78;54;2;"E";82;11
"8606";23441;0.08;"D";4;8;43;50;5;"E";24;13
"8612";23452;0.43;"B";14;14;40;55;10;"D";24;13
"8615";23458;0.12;"A";4;3;46;50;2;"E";24;13
"8654";23530;1;"D";7;5;44;60;1;"D";24;9
"8664";23546;0.01;"D";7;3;63;50;1;"E";24;13
"8676";23563;0.09;"D";7;13;45;95;6;"E";24;1
"8687";23582;1;"D";6;12;40;76;5;"E";91;5
"8741";23685;0.77;"D";4;2;52;50;4;"E";24;13
"8758";23713;0.75;"D";7;14;51;50;2;"E";24;13
"8772";23744;0.09;"A";10;5;66;50;13;"D";24;13
"8781";23762;0.06;"D";7;0;44;50;2;"E";24;13
"8791";23865;0.9;"C";4;12;26;85;1;"E";53;3
"8800";23881;1;"D";5;6;52;50;1;"E";53;13
"8804";23887;1;"C";5;2;40;50;5;"E";53;13
"8805";23891;1;"B";5;3;29;76;5;"E";53;5
"8843";23965;0.06;"E";11;0;35;57;10;"D";11;10
"8880";24032;1;"A";6;3;25;76;3;"E";53;5
"8882";24035;1;"D";6;8;43;50;1;"D";53;13
"8884";24040;1;"B";6;2;27;90;2;"E";53;2
"8894";24058;1;"C";8;20;55;50;5;"D";22;13
"8899";24067;1;"B";7;16;54;50;1;"D";53;13
"8928";24119;1;"B";6;12;50;50;2;"E";53;13
"8935";24134;1;"D";6;11;44;55;1;"D";53;13
"8945";24151;1;"C";6;6;43;50;1;"E";53;13
"8950";24161;0.24;"D";7;2;45;50;2;"D";53;13
"8958";24171;0.3;"F";9;5;36;57;6;"E";11;10
"8975";24201;0.59;"C";4;1;30;56;12;"E";53;13
"8986";24220;1;"D";6;13;52;50;2;"D";53;13
"9004";24253;1;"B";5;13;75;50;3;"D";53;13
"9050";24339;0.47;"B";9;2;40;50;14;"D";24;13
"9059";24356;0.49;"C";4;12;28;67;5;"E";24;7
"9084";24398;0.59;"B";10;7;48;50;5;"D";24;13
"9086";24402;1;"A";6;6;66;50;2;"D";24;13
"9092";24415;1;"B";7;5;74;52;2;"E";24;13
"9129";24480;1;"C";6;10;60;50;2;"D";24;13
"9136";24493;1;"A";6;5;27;64;1;"D";24;8
"9156";24531;0.8;"B";6;30;68;50;1;"E";24;13
"9201";24612;1;"A";6;3;26;68;1;"D";24;7
"9203";24615;1;"A";4;10;28;51;1;"E";24;12
"9234";24675;0.63;"E";6;7;26;72;2;"E";24;6
"9260";24717;1;"A";5;3;35;62;1;"E";73;13
"9264";24725;0.6;"B";4;14;40;50;1;"E";24;13
"9282";24758;1;"A";7;18;71;50;2;"E";24;13
"9291";24771;0.76;"C";5;2;27;74;3;"D";53;5
"9295";24778;1;"A";4;11;61;62;2;"E";24;13
"9299";24788;1;"B";9;14;51;50;2;"D";24;13
"9325";24836;0.96;"D";7;5;48;66;1;"D";24;7
"9328";24840;0.37;"A";6;6;21;85;3;"D";24;3
"9331";24844;0.67;"B";5;7;21;76;5;"D";24;5
"9337";24853;0.18;"A";10;8;21;90;2;"D";24;2
"9339";24855;0.03;"A";7;22;21;85;2;"D";24;3
"9347";24869;1;"B";7;13;38;50;2;"D";24;13
"9358";24899;0.23;"B";10;9;23;118;2;"D";24;-1
"9362";24903;0.01;"B";10;9;23;100;2;"D";24;0
"9381";24938;1;"A";11;17;58;50;10;"D";24;13
"9402";24979;0.76;"A";9;14;29;57;14;"E";24;10
"9408";24992;1;"B";6;6;23;112;2;"D";24;-1
"9410";24995;0.04;"F";7;3;68;50;2;"E";11;13
"9432";25034;1;"A";8;8;42;50;1;"D";24;13
"9438";25044;0.86;"B";6;7;27;80;2;"D";24;4
"9447";25060;0.06;"D";12;4;49;50;10;"D";24;13
"9466";25098;0.21;"A";6;1;47;50;5;"D";24;13
"9486";25136;0.44;"D";10;15;25;90;2;"D";24;2
"9493";25152;0.34;"C";5;7;63;50;1;"E";24;13
"9503";25167;0.12;"B";9;2;38;50;13;"E";52;13
"9532";25220;1;"D";4;11;24;90;1;"E";24;2
"9533";25224;0.09;"B";6;6;29;50;2;"D";24;13
"9553";25255;1;"B";7;7;36;50;2;"D";24;13
"9587";25318;0.3;"E";7;11;23;95;2;"E";52;1
"9589";25320;0.6;"E";10;6;23;85;2;"D";52;3
"9591";25323;0.1;"B";6;3;20;85;2;"D";24;3
"9592";25325;1;"A";8;8;46;80;2;"D";24;4
"9593";25327;0.25;"C";4;6;22;80;2;"D";24;4
"9600";25339;1;"A";8;28;33;50;2;"D";24;13
"9631";25389;1;"B";7;1;33;50;1;"D";24;13
"9660";25438;0.09;"B";8;11;39;50;11;"E";11;13
"9662";25440;0.81;"B";11;0;39;50;14;"D";11;13
"9663";25442;1;"A";7;9;53;50;2;"D";24;13
"9681";25472;1;"B";7;5;29;50;1;"D";24;13
"9688";25489;1;"A";6;6;63;50;2;"D";24;13
"9700";25508;0.00273224043715847;"C";7;9;24;90;2;"E";24;2
"9705";25516;0.15;"A";7;14;58;95;2;"D";24;1
"9726";25553;1;"C";6;10;38;68;3;"D";11;7
"9735";25570;0.4;"C";7;14;28;100;11;"D";24;0
"9740";25579;1;"B";6;4;31;67;1;"D";24;7
"9751";25599;0.09;"A";7;14;46;50;1;"E";24;13
"9757";25608;0.11;"C";8;8;50;50;6;"D";24;13
"9763";25620;1;"B";4;12;26;68;2;"E";24;7
"9774";25639;0.27;"C";10;11;37;51;2;"D";24;12
"9805";25696;0.08;"B";7;16;52;77;1;"E";52;4
"9841";25755;0.78;"C";4;9;31;62;2;"D";74;13
"9848";25769;0.18;"C";9;7;32;80;11;"E";83;4
"9849";25770;0.06;"C";9;7;32;80;11;"E";83;4
"9855";25779;1;"B";6;14;34;50;1;"E";52;13
"9870";25805;0.1;"A";5;13;38;50;1;"D";74;13
"9874";25813;1;"A";5;16;48;66;2;"D";74;7
"9880";25826;1;"F";6;12;47;50;1;"D";11;13
"9881";25828;0.45;"A";9;8;38;54;4;"D";74;11
"9884";25833;1;"C";6;3;38;69;6;"D";73;6
"9899";25856;1;"C";4;5;81;50;6;"E";74;13
"9904";25864;0.01;"C";6;4;52;62;1;"D";74;13
"9927";25907;0.71;"F";7;4;27;54;6;"E";11;11
"9935";25927;1;"A";10;6;35;50;12;"D";74;13
"9962";25972;1;"C";4;8;65;50;5;"E";74;13
"9978";25995;0.48;"A";8;8;37;50;1;"D";74;13
"10008";26052;0.34;"B";7;3;46;80;2;"D";52;4
"10016";26063;0.37;"D";8;18;27;106;1;"D";54;-1
"10022";26072;0.33;"D";4;12;54;50;1;"D";52;13
"10048";26114;1;"B";9;2;40;50;1;"D";52;13
"10069";26150;0.16;"D";9;0;41;51;1;"D";23;12
"10085";26183;1;"B";5;6;44;50;1;"D";52;13
"10110";26226;1;"B";5;6;42;68;2;"D";52;7
"10111";26228;0.09;"C";4;12;29;64;5;"D";52;8
"10131";26266;0.71;"E";10;5;27;68;5;"E";52;7
"10155";26305;0.14;"E";7;6;38;50;1;"D";52;13
"10162";26317;0.79;"B";9;13;35;51;13;"E";52;12
"10164";26320;1;"E";4;8;38;64;4;"D";11;8
"10170";26333;0.06;"E";6;9;21;95;12;"E";52;1
"10192";26372;0.71;"B";6;18;63;50;3;"D";52;13
"10194";26374;0.05;"D";7;7;39;125;11;"D";52;-1
"10224";26422;1;"B";6;12;51;64;13;"E";52;8
"10244";26454;1;"A";4;7;47;68;2;"D";52;7
"10246";26458;0.9;"B";5;6;36;50;13;"D";52;13
"10250";26464;1;"B";4;6;52;52;2;"E";93;13
"10273";26504;0.21;"B";5;6;26;90;1;"E";52;2
"10278";26514;0.24;"B";5;10;36;50;2;"D";52;13
"10280";26517;1;"B";5;3;33;57;2;"D";52;10
"10287";26532;0.27;"B";5;13;28;85;1;"E";93;3
"10325";26601;0.05;"A";5;11;49;64;2;"D";52;8
"10360";26663;1;"E";5;8;49;69;6;"D";93;6
"10363";26669;1;"C";4;5;46;50;2;"E";52;13
"10396";26725;0.19;"C";7;17;46;55;1;"E";52;13
"10398";26727;0.35;"C";7;14;46;55;1;"E";52;13
"10403";26735;1;"A";5;10;60;50;2;"D";52;13
"10409";26748;0.22;"B";4;12;26;85;1;"E";52;3
"10417";26761;0.45;"A";6;12;27;68;1;"D";52;7
"10424";26775;0.6;"B";9;14;27;72;3;"E";52;6
"10445";26816;0.06;"A";6;5;45;50;2;"D";74;13
"10446";26817;1;"C";6;8;50;50;1;"D";52;13
"10483";26879;1;"C";6;13;52;50;2;"E";52;13
"10542";26976;0.09;"C";9;8;37;85;2;"E";52;3
"10544";26979;1;"C";9;14;30;57;13;"E";52;10
"10562";27013;0.12;"A";8;4;34;60;2;"D";52;9
"10587";27056;0.58;"A";7;13;33;64;1;"E";52;8
"10603";27087;0.2;"D";7;0;47;50;11;"D";52;13
"10611";27103;0.35;"C";5;4;52;50;4;"E";72;13
"10623";27126;0.02;"A";5;4;31;54;3;"D";24;11
"10626";27131;0.02;"C";7;16;44;50;1;"E";24;13
"10643";27157;0.16;"B";5;2;64;50;5;"D";22;13
"10665";27194;1;"C";6;13;49;50;1;"D";24;13
"10690";27238;0.15;"A";7;14;55;50;2;"D";24;13
"10696";27250;1;"D";9;8;37;50;2;"E";24;13
"10699";27256;0.87;"C";5;2;49;50;2;"D";24;13
"10705";27268;1;"C";7;16;26;60;1;"E";11;9
"10718";27294;1;"C";4;10;36;50;4;"D";26;13
"10735";27326;1;"A";7;9;36;50;2;"D";24;13
"10749";27356;1;"C";5;3;47;50;5;"E";24;13
"10772";27404;1;"A";6;12;23;90;3;"E";24;2
"10783";27423;0.72;"C";7;17;46;80;1;"E";24;4
"10808";27462;1;"A";7;6;64;50;2;"D";24;13
"10811";27466;0.39;"C";5;8;29;57;5;"D";24;10
"10825";27489;0.33;"E";9;10;35;68;1;"E";93;7
"10839";27514;1;"A";6;13;29;90;1;"D";24;2
"10855";27540;0.5;"C";4;13;49;50;6;"E";24;13
"10869";27563;0.95;"C";6;4;23;85;2;"D";24;3
"10882";27582;0.68;"B";6;11;28;64;2;"D";24;8
"10885";27590;1;"E";4;11;40;57;2;"E";11;10
"10911";27635;0.2;"C";5;8;29;72;3;"D";24;6
"10955";27710;0.44;"B";7;9;41;50;2;"D";24;13
"10979";27746;0.41;"C";5;14;49;62;4;"D";24;13
"10999";27777;0.07;"A";4;13;24;90;1;"E";24;2
"11002";27782;1;"B";5;8;30;76;2;"D";52;5
"11005";27787;0.28;"A";7;3;32;80;1;"D";24;4
"11006";27792;1;"C";7;13;32;51;1;"E";24;12
"11009";27797;1;"A";6;13;34;76;5;"E";24;5
"11040";27845;0.2;"E";12;4;22;90;10;"D";24;2
"11044";27853;1;"C";9;14;43;50;1;"E";24;13
"11047";27858;0.58;"B";7;19;55;50;1;"D";24;13
"11050";27862;0.2;"C";6;7;23;118;3;"D";24;-1
"11055";27869;0.37;"C";4;34;51;50;1;"E";24;13
"11058";27875;0.36;"E";7;16;22;147;1;"E";24;-1
"11066";27887;0.56;"C";10;8;34;50;12;"E";24;13
"11071";27895;0.74;"A";6;2;24;68;5;"D";24;7
"11123";27990;1;"A";7;4;31;50;2;"D";24;13
"11127";27996;0.96;"A";6;4;63;50;1;"D";24;13
"11145";28030;0.34;"E";7;19;25;112;1;"E";24;-1
"11155";28046;1;"A";4;17;61;50;6;"E";24;13
"11164";28063;1;"D";4;11;46;50;1;"E";24;13
"11181";28093;1;"A";5;6;39;50;5;"D";24;13
"11182";28095;1;"A";4;11;44;50;2;"E";52;13
"11214";28153;1;"C";5;16;28;72;2;"E";24;6
"11234";28189;1;"A";4;11;43;50;2;"E";24;13
"11281";28266;1;"C";6;17;45;50;3;"D";24;13
"11284";28271;0.91;"B";7;11;30;50;2;"D";24;13
"11288";28280;0.03;"B";5;9;24;80;2;"E";24;4
"11289";28281;0.8;"B";6;9;24;80;2;"D";24;4
"11313";28321;1;"B";6;6;50;70;6;"D";24;6
"11315";28325;0.09;"A";7;11;25;67;11;"D";25;7
"11339";28365;1;"C";6;16;45;50;1;"D";24;13
"11354";28390;0.28;"E";4;14;24;80;6;"E";24;4
"11397";28462;0.08;"A";6;3;47;50;5;"D";24;13
"11424";28511;0.04;"A";5;0;50;50;2;"D";24;13
"11426";28514;1;"A";4;15;30;51;6;"E";24;12
"11427";28517;0.98;"A";6;5;24;80;6;"D";24;4
"11444";28548;1;"C";4;17;33;68;1;"E";24;7
"11463";28586;0.00546448087431694;"A";6;10;32;57;2;"D";24;10
"11475";28604;1;"A";12;4;29;54;10;"D";24;11
"11477";28610;0.11;"D";6;2;56;50;3;"D";93;13
"11480";28615;1;"C";4;5;50;52;6;"E";24;13
"11487";28626;1;"C";8;8;55;85;2;"D";24;3
"11489";28630;0.01;"C";14;14;25;80;10;"D";24;4
"11496";28642;1;"C";7;10;52;72;1;"E";24;6
"11513";28671;0.17;"B";10;10;36;95;5;"D";24;1
"11531";28702;0.87;"C";8;16;39;76;10;"E";24;5
"11532";28703;1;"C";6;3;26;60;5;"E";24;9
"11538";28715;0.16;"C";6;5;32;57;2;"D";24;10
"11563";28768;0.37;"A";7;7;32;57;10;"D";24;10
"11569";28781;0.37;"C";4;12;26;72;1;"E";24;6
"11580";28807;0.33;"A";4;9;43;50;2;"D";24;13
"11593";28836;0.15;"C";4;19;32;60;2;"E";24;9
"11612";28928;1;"A";6;11;26;64;2;"E";24;8
"11629";28965;0.84;"A";4;0;68;50;2;"E";24;13
"11668";29042;1;"A";6;2;70;50;2;"D";24;13
"11689";29076;1;"C";4;13;77;52;2;"E";24;13
"11692";29082;0.43;"D";5;6;25;76;2;"D";24;5
"11693";29083;1;"A";9;19;41;50;3;"E";24;13
"11699";29096;1;"A";5;19;52;50;3;"D";24;13
"11708";29117;1;"A";6;2;74;55;2;"E";24;13
"11709";29119;0.57;"A";6;12;44;60;4;"D";24;9
"11715";29132;1;"A";6;1;73;50;1;"E";24;13
"11748";29194;0.35;"A";5;16;38;50;1;"D";24;13
"11751";29200;0.49;"A";7;8;20;100;12;"E";24;0
"11752";29201;1;"D";7;1;70;54;13;"E";24;11
"11758";29214;0.83;"B";9;12;20;95;2;"E";24;1
"11759";29215;1;"A";7;14;52;56;5;"E";24;13
"11760";29218;1;"A";9;18;45;58;11;"E";24;13
"11775";29242;0.74;"A";5;14;28;100;2;"E";24;0
"11809";29307;1;"C";6;12;70;50;1;"E";52;13
"11833";29354;0.27;"D";5;10;35;85;2;"E";52;3
"11842";29367;0.09;"C";7;3;50;50;2;"D";52;13
"11853";29383;0.54;"C";4;10;19;95;3;"D";52;1
"11856";29391;0.33;"C";5;6;41;52;3;"D";53;13
"11866";29408;0.79;"C";8;19;40;72;13;"D";53;6
"11872";29418;0.07;"D";10;10;40;100;2;"E";52;0
"11880";29433;0.37;"A";4;12;51;85;1;"D";52;3
"11892";29450;0.16;"D";6;10;24;118;1;"E";52;-1
"11905";29470;0.4;"D";4;11;50;50;4;"E";52;13
"11909";29475;0.74;"C";7;2;57;55;1;"E";52;13
"11930";29518;0.81;"D";10;12;47;78;12;"E";52;4
"11934";29523;0.7;"D";11;15;40;59;2;"E";52;13
"11938";29530;0.36;"D";4;16;23;90;5;"D";52;2
"11942";29536;0.52;"D";6;13;64;50;13;"E";52;13
"11971";29590;0.32;"C";9;4;49;50;1;"D";52;13
"11976";29598;0.84;"D";5;10;37;50;3;"E";52;13
"11981";29608;0.04;"D";9;2;43;112;2;"E";53;-1
"11986";29615;1;"C";7;8;35;50;1;"E";53;13
"12011";29659;0.64;"C";9;7;54;67;14;"D";53;7
"12012";29660;0.35;"C";9;7;54;56;14;"D";53;13
"12020";29677;1;"C";12;10;75;50;3;"E";53;13
"12024";29685;1;"D";5;4;31;50;4;"D";53;13
"12029";29694;0.45;"A";8;8;26;76;12;"E";24;5
"12058";29743;0.17;"A";6;17;26;80;2;"E";24;4
"12062";29748;0.87;"C";5;7;57;50;5;"D";53;13
"12098";29810;0.7;"C";6;10;26;76;2;"D";53;5
"12105";29819;0.08;"C";5;4;22;50;3;"D";53;13
"12111";29832;1;"D";6;6;33;50;3;"D";53;13
"12115";29842;0.36;"E";6;2;37;55;3;"E";54;13
"12119";29850;1;"C";7;6;42;68;2;"D";53;7
"12125";29863;0.93;"B";6;6;56;50;3;"D";53;13
"12135";29878;0.75;"D";6;13;41;50;1;"E";53;13
"12146";29898;0.74;"D";6;10;31;60;1;"D";53;9
"12149";29904;0.73;"C";9;0;45;50;4;"D";53;13
"12156";29919;0.69;"C";7;12;51;52;1;"E";53;13
"12159";29925;0.63;"D";10;2;42;58;6;"E";53;13
"12161";29929;0.62;"C";10;4;30;50;5;"D";53;13
"12164";29934;0.54;"D";8;11;21;50;6;"E";53;13
"12178";29965;0.3;"D";7;2;24;68;3;"E";53;7
"12181";29973;0.04;"D";6;12;41;50;5;"E";53;13
"12190";29993;0.58;"B";7;5;43;58;1;"D";53;13
"12191";29995;1;"B";4;17;40;50;1;"E";53;13
"12209";30029;1;"D";7;8;32;50;4;"E";53;13
"12213";30037;0.89;"D";6;5;46;50;4;"E";53;13
"12222";30051;1;"D";4;12;39;50;3;"D";53;13
"12241";30088;0.89;"D";6;14;38;50;2;"D";53;13
"12250";30105;0.66;"D";4;6;35;50;2;"D";53;13
"12251";30106;0.31;"D";5;1;35;50;3;"D";53;13
"12261";30125;0.86;"C";5;18;40;50;3;"E";53;13
"12281";30163;0.04;"B";5;0;46;50;2;"D";53;13
"12293";30184;0.49;"C";7;12;33;65;2;"D";53;7
"12295";30187;1;"D";4;16;37;60;1;"E";53;9
"12303";30202;0.85;"D";5;13;49;50;2;"E";53;13
"12306";30207;1;"B";5;3;46;50;1;"D";53;13
"12326";30243;1;"D";7;4;30;57;3;"E";53;10
"12348";30290;0.58;"C";6;8;29;51;3;"D";53;12
"12361";30315;0.79;"C";7;17;31;68;1;"E";53;7
"12369";30327;0.37;"C";6;11;30;90;2;"E";53;2
"12390";30368;1;"C";7;1;43;50;1;"D";53;13
"12409";30405;0.28;"C";9;14;40;72;10;"D";53;6
"12422";30427;1;"C";7;2;28;57;12;"E";53;10
"12432";30441;0.57;"E";4;13;49;90;1;"E";53;2
"12437";30451;0.46;"C";7;12;27;100;2;"E";53;0
"12475";30511;0.05;"B";8;4;48;50;6;"D";53;13
"12482";30523;0.08;"C";5;8;29;56;2;"D";53;13
"12507";30571;0.43;"D";6;8;56;50;1;"D";53;13
"12518";30594;1;"C";6;14;50;50;3;"D";53;13
"12527";30608;0.33;"D";7;14;41;68;3;"D";52;7
"12541";30637;1;"D";6;13;39;50;1;"E";82;13
"12577";30703;0.35;"C";9;11;20;100;6;"E";53;0
"12580";30709;1;"C";6;10;29;50;1;"D";53;13
"12592";30735;0.59;"C";7;11;45;50;2;"D";53;13
"12643";30828;1;"A";4;8;31;71;1;"E";24;6
"12676";30888;1;"D";11;15;54;50;1;"E";23;13
