"no";"nocontrat";"garantie";"cout"
"9370";9370;5087466;"1RC";1204
"9381";9381;5103006;"2DO";2434.14
"9383";9383;5088975;"4BG";579.93
"9391";9391;5103064;"1RC";1204
"9407";9407;5099023;"2DO";523.99
"9411";9411;1005533;"4BG";499.95
"9421";9421;5107037;"2DO";0
"9442";9442;1011504;"2DO";-87.11
"9446";9446;5091254;"2DO";307.69
"9483";9483;5104510;"2DO";84.92
"9484";9484;5104510;"1RC";1204
"9499";9499;5095464;"2DO";789.04
"9500";9500;5091650;"2DO";-286.18
"9505";9505;5099964;"2DO";-13.48
"9526";9526;5089223;"4BG";592.35
"9589";9589;5091766;"2DO";2693.78
"9590";9590;5091766;"1RC";7000
"9603";9603;5103920;"4BG";588.96
"9610";9610;5103006;"2DO";368.75
"9611";9611;5108665;"2DO";1318.8
"9631";9631;5105890;"4BG";483.72
"9635";9635;5107804;"4BG";102.01
"9639";9639;5100729;"2DO";1091.26
"9656";9656;5104901;"4BG";68.02
"9670";9670;5091691;"2DO";981.91
"9681";9681;5092049;"4BG";593.78
"9699";9699;5100345;"1RC";898.78
"9700";9700;5102709;"4BG";798.1
"9704";9704;5097150;"1RC";1204
"9732";9732;5051481;"4BG";532.21
"9739";9739;6011454;"2DO";356.6
"9745";9745;6042300;"2DO";915.41
"9758";9758;6016033;"4BG";106.91
"9773";9773;1004815;"1RC";1128
"9774";9774;6063357;"2DO";-646.09
"9782";9782;6068573;"2DO";1349.73
"9795";9795;1005389;"2DO";216.73
"9804";9804;6064839;"2DO";92.4
"9806";9806;1005389;"1RC";2678.99
"9858";9858;1013965;"4BG";77.11
"9884";9884;6078073;"2DO";1470
"9885";9885;6078073;"1RC";1320
"9902";9902;1015447;"2DO";344.31
"9906";9906;6056241;"2DO";2350.84
"9908";9908;6083346;"2DO";-69.05
"9909";9909;6083346;"1RC";602
"9942";9942;6012999;"1RC";82.05
"9957";9957;6058964;"2DO";-738.65
"9989";9989;6016033;"2DO";3778.95
"9990";9990;6016033;"1RC";0
"9997";9997;6042697;"4BG";770.23
"10007";10007;6052939;"2DO";2022.09
"10008";10008;6052939;"1RC";1204
"10057";10057;6019523;"4BG";616.93
"10069";10069;6066322;"4BG";696.77
"10074";10074;6065966;"2DO";493.45
"10077";10077;6084393;"4BG";379.8
"10093";10093;6025607;"2DO";2043.78
"10094";10094;6025607;"1RC";1320
"10096";10096;6021606;"2DO";-1111.6
"10153";10153;1014190;"4BG";710.63
"10160";10160;6042770;"4BG";484.02
"10205";10205;6023150;"4BG";500.79
"10209";10209;6028239;"1RC";-569.58
"10250";10250;6065435;"2DO";1764.93
"10257";10257;6044782;"4BG";287.69
"10321";10321;6021969;"2DO";-529.84
"10331";10331;6012819;"2DO";-4.5
"10334";10334;6065122;"2DO";-520.23
"10350";10350;6011601;"4BG";600.45
"10388";10388;6037533;"2DO";854.47
"10404";10404;6034184;"4BG";638.99
"10432";10432;6078453;"4BG";837.02
"10477";10477;6067872;"2DO";91.55
"10480";10480;6067872;"1RC";1204
"10483";10483;6063289;"4BG";654.61
"10496";10496;6084268;"1RC";68.17
"10606";10606;6103769;"2DO";2733.1
"10616";10616;1013771;"4BG";519.1
"10619";10619;6091453;"2DO";186.86
"10632";10632;6087129;"2DO";108.99
"10680";10680;1004971;"2DO";685.76
"10681";10681;6088702;"2DO";688.36
"10722";10722;6101743;"2DO";515.39
"10732";10732;6097501;"2DO";0
"10733";10733;6097501;"1RC";2524
"10753";10753;6090261;"4BG";612.76
"10773";10773;6099684;"2DO";-596.82
"10787";10787;6094527;"4BG";289.65
"10803";10803;6091951;"2DO";846.23
"10812";10812;6092215;"1RC";-447.35
"10822";10822;6109171;"2DO";84.92
"10828";10828;6090594;"2DO";-29.97
"10829";10829;1010754;"2DO";-15.49
"10830";10830;6098781;"2DO";-7.62
"10844";10844;6096675;"4BG";549.81
"10883";10883;6091286;"4BG";241.96
"10899";10899;6089065;"2DO";18.53
"10909";10909;6092797;"2DO";-772.47
"10980";10980;1016320;"2DO";1151.74
"11010";11010;6106081;"2DO";780.74
"11025";11025;1015660;"2DO";0
"11036";11036;1015660;"1RC";556.14
"11090";11090;1005389;"4BG";387.98
"11097";11097;6108505;"4BG";95.68
"11110";11110;6111099;"2DO";689.66
"11115";11115;6100580;"2DO";647.25
"11122";11122;3493;"2DO";1470.07
"11193";11193;6101234;"2DO";388.82
"11197";11197;6085080;"1RC";7000
"11211";11211;6073208;"2DO";813.28
"11238";11238;6094275;"4BG";905.61
"11296";11296;6067110;"1RC";1013.35
"11297";11297;1011201;"2DO";-124.99
"11340";11340;6090422;"2DO";541.79
"11344";11344;6089376;"2DO";-886.94
"11391";11391;6108150;"4BG";802.25
"11392";11392;1008293;"2DO";-238.96
"11432";11432;6064145;"2DO";102.86
"11433";11433;6064145;"2DO";102.86
"11434";11434;6064145;"1RC";7000
"11436";11436;6064145;"1RC";0
"11437";11437;6064145;"2DO";205.48
"11447";11447;1013722;"2DO";538.9
"11458";11458;1013722;"1RC";1128
"11543";11543;1011546;"1RC";390.84
"11546";11546;6101036;"4BG";83.72
"11567";11567;6109171;"1RC";1320
"11604";11604;6024755;"2DO";-346.91
"11617";11617;6097773;"3VI";1380.59
"11618";11618;6106580;"2DO";1332.93
"11624";11624;6104902;"4BG";634.04
"11630";11630;6076141;"4BG";230.73
"11631";11631;6076141;"3VI";0
"11648";11648;6058964;"2DO";-637.79
"11649";11649;6058964;"1RC";0
"11655";11655;6024228;"2DO";341.96
"11656";11656;6024228;"1RC";1204
"11671";11671;6104927;"4BG";543
"11698";11698;6004682;"3VI";1358.61
"11714";11714;6090612;"2DO";1511.69
"11723";11723;6004677;"2DO";1984.56
"11727";11727;1002283;"2DO";658.46
"11748";11748;1010756;"4BG";462.48
"11758";11758;6024809;"4BG";521.35
"11789";11789;6060627;"2DO";-482.98
"11790";11790;6060627;"1RC";7000
"11791";11791;6077449;"4BG";0
"11792";11792;6077449;"2DO";1370.92
"11814";11814;6059796;"2DO";1464.65
"11815";11815;6059796;"1RC";1204
"11832";11832;6108799;"4BG";426.7
"11846";11846;6058584;"1RC";2732.37
"11847";11847;6058584;"3VI";8387.2
"11859";11859;6040271;"2DO";-104.81
"11876";11876;6093158;"2DO";947.94
"11907";11907;6067634;"5CO";0
"11908";11908;6067634;"2DO";1142.6
"11909";11909;6067634;"1RC";0
"11932";11932;6104006;"2DO";1620.1
"11933";11933;6104006;"1RC";5376.04
"11975";11975;6096317;"4BG";77.83
"12002";12002;6027955;"1RC";1406.43
"12017";12017;6061044;"2DO";1295.4
"12018";12018;6061044;"1RC";1346.4
"12019";12019;6098864;"2DO";321.28
"12022";12022;6002446;"2DO";7566.11
"12023";12023;6002446;"1RC";1346.4
"12024";12024;6103211;"2DO";2364.35
"12048";12048;6021599;"2DO";541.09
"12056";12056;6047503;"2DO";557.31
"12057";12057;6047503;"1RC";1228.08
"12077";12077;6050357;"4BG";88.45
"12124";12124;1015592;"4BG";635.81
"12142";12142;6096660;"4BG";174.01
"12146";12146;6102124;"4BG";638.64
"12218";12218;6061858;"1RC";1228.08
"12222";12222;6069123;"4BG";486.76
"12239";12239;6109218;"4BG";103.63
"12261";12261;6029360;"2DO";656.26
"12316";12316;6091635;"1RC";2574.48
"12340";12340;1014067;"2DO";0
"12348";12348;6107355;"2DO";2261.41
"12349";12349;6107355;"1RC";51.63
"12350";12350;1014067;"1RC";0
"12355";12355;6010220;"2DO";522.24
"12356";12356;6010220;"1RC";1346.4
"12358";12358;6059248;"4BG";60.85
"12363";12363;6042757;"2DO";3739.48
"12372";12372;6091256;"2DO";3261.38
"12373";12373;6091256;"1RC";614.04
"12398";12398;6105237;"2DO";1082.92
"12412";12412;6105736;"4BG";574.64
"12419";12419;6096430;"4BG";534.56
"12423";12423;6016351;"2DO";1148.48
"12426";12426;6098820;"4BG";469.2
"12469";12469;6109710;"4BG";760.2
"12477";12477;1010754;"2DO";2529.76
"12515";12515;6102035;"1RC";-441.23
"12541";12541;1004111;"4BG";419.29
"12562";12562;6082226;"4BG";469.2
"12568";12568;6056117;"1RC";0
"12569";12569;6099569;"2DO";-1195.58
"12578";12578;6106591;"4BG";85.39
"12587";12587;6017790;"4BG";469.2
"12594";12594;6104927;"4BG";553.86
"12595";12595;6050701;"2DO";4040.06
"12599";12599;6088282;"2DO";468.03
"12634";12634;2018590;"2DO";-531.38
"12635";12635;6095782;"2DO";783.94
"12710";12710;1015978;"2DO";83.67
"12742";12742;6091506;"2DO";11407.13
"12744";12744;6091506;"5CO";0
"12745";12745;6091506;"1RC";5610
"12746";12746;6091506;"1RC";614.04
"12759";12759;6055653;"4BG";460
"12771";12771;6043349;"2DO";1828.19
"12773";12773;6043349;"1RC";1346.4
"12789";12789;6097424;"4BG";88.45
"12800";12800;6059201;"2DO";2956.56
"12801";12801;6059201;"1RC";1346.4
"12903";12903;6111081;"2DO";-440.06
"12911";12911;6045055;"4BG";542.01
"12919";12919;2002666;"2DO";-229.34
"12931";12931;6102484;"2DO";-725.26
"12971";12971;6108686;"2DO";95.93
"12972";12972;6108686;"2DO";95.91
"12983";12983;6013387;"2DO";301.92
"12991";12991;6023388;"2DO";-147.7
"12993";12993;6072473;"4BG";476.05
"12996";12996;6072473;"2DO";716.53
"13014";13014;6037533;"2DO";1780
"13015";13015;6037533;"1RC";816
"13022";13022;2012287;"3VI";1419.49
"13028";13028;6112382;"2DO";567.5
"13060";13060;1007787;"1RC";1128
"13066";13066;6106056;"2DO";1880.73
"13075";13075;6013430;"4BG";615.85
"13087";13087;6067738;"2DO";1867.25
"13098";13098;6020118;"4BG";459
"13137";13137;6066322;"2DO";1835.05
"13149";13149;6089376;"4BG";935.25
"13155";13155;6107962;"2DO";1338.37
"13159";13159;6084516;"2DO";440.64
"13164";13164;6029939;"4BG";496.98
"13167";13167;6051854;"2DO";342.4
"13168";13168;6051854;"1RC";1288.28
"13170";13170;6018684;"1RC";-195.47
"13180";13180;6110564;"2DO";69.46
"13207";13207;6063269;"4BG";504.52
"13224";13224;6075531;"1RC";1412.4
"13229";13229;6108364;"1RC";1320
"13291";13291;6065966;"4BG";730.01
"13294";13294;6093878;"2DO";871.45
"13320";13320;6107131;"2DO";99.37
"13359";13359;6055979;"4BG";155.32
"13394";13394;6089794;"4BG";644.48
"13402";13402;1016579;"2DO";2056.34
"13435";13435;6081740;"4BG";644.48
"13441";13441;6075531;"2DO";1050.38
"13443";13443;6075531;"1RC";1288.28
"13502";13502;6020997;"2DO";1117.08
"13503";13503;6020997;"1RC";1288.28
"13519";13519;6092846;"4BG";827.67
"13520";13520;6050847;"2DO";370.78
"13534";13534;6104142;"4BG";852.71
"13556";13556;6015054;"4BG";719.97
"13562";13562;6003956;"2DO";797.73
"13563";13563;6003956;"1RC";706.2
"13565";13565;6078339;"2DO";-448.99
"13568";13568;6098513;"2DO";842.85
"13579";13579;6109158;"2DO";-670.09
"13580";13580;6099589;"2DO";19986.15
"13581";13581;6099589;"5CO";7700
"13598";13598;6065740;"4BG";421.68
"13606";13606;6112232;"4BG";95.97
"13639";13639;6090787;"3VI";1617.57
"13663";13663;6099691;"4BG";146.98
"13676";13676;6085099;"2DO";1177
"13677";13677;6085099;"1RC";1452
"13718";13718;6077449;"2DO";987.8
"13719";13719;6077449;"1RC";662.2
"13743";13743;6095808;"2DO";0
"13805";13805;6104608;"2DO";4226.1
"13812";13812;6112458;"2DO";2079
"13823";13823;6111615;"4BG";718.1
"13847";13847;6048801;"2DO";1213.8
"13848";13848;6048801;"1RC";7140
"13849";13849;6048801;"1RC";0
"13868";13868;6111073;"2DO";325.6
"13893";13893;6107296;"3VI";166.39
"13909";13909;6097803;"3VI";0
"13910";13910;6065736;"2DO";6112.26
"13924";13924;6093158;"2DO";1673.59
"13929";13929;6091193;"2DO";1673.59
"13935";13935;6108037;"2DO";-684.59
"13996";13996;6110321;"4BG";0
"14007";14007;6092898;"1RC";2808.15
"14043";14043;6005995;"2DO";0
"14061";14061;6089346;"2DO";2205
"14062";14062;6089346;"1RC";1769.88
"14068";14068;2007200;"2DO";1935.64
"14077";14077;2007200;"1RC";-1855.14
"14083";14083;6018233;"2DO";0
"14084";14084;6018233;"1RC";1452
"14091";14091;6110411;"2DO";2079
"14109";14109;6068788;"2DO";2320.8
"14118";14118;1011785;"4BG";494.21
"14160";14160;6111208;"2DO";645.33
"14161";14161;6111208;"1RC";970.2
"14162";14162;6007163;"4BG";357.13
"14177";14177;2020029;"2DO";6999.11
"14200";14200;6110607;"2DO";2778.3
"14207";14207;2006941;"2DO";750.69
"14229";14229;2014394;"2DO";1473.14
"14239";14239;2014394;"1RC";1172
"14241";14241;6067634;"2DO";435.12
"14248";14248;2009848;"4BG";67.62
"14250";14250;6089631;"4BG";479.73
"14271";14271;6111340;"6CL";0
"14272";14272;6111340;"2DO";435.12
"14276";14276;6023191;"2DO";435.12
"14277";14277;6023786;"4BG";117.26
"14307";14307;6037889;"2DO";162.64
"14314";14314;6097806;"2DO";11460.12
"14315";14315;6097806;"1RC";817.52
"14335";14335;6016399;"4BG";0
"14358";14358;6101381;"2DO";435.12
"14364";14364;6001682;"2DO";435.12
"14380";14380;6111388;"2DO";435.12
"14386";14386;6053063;"2DO";1268.09
"14387";14387;6053063;"1RC";1268.09
"14391";14391;6023893;"3VI";0
"14417";14417;6097326;"2DO";2778.3
"14439";14439;6029360;"2DO";487.56
"14440";14440;6075930;"1RC";1940.4
"14442";14442;6110062;"2DO";435.12
"14475";14475;6111650;"2DO";1940.4
"14476";14476;6111650;"1RC";1940.4
"14510";14510;2012695;"4BG";613.73
"14517";14517;2022004;"2DO";271.52
"14519";14519;2022004;"1RC";1172
"14531";14531;1009974;"2DO";-972.14
"14550";14550;2012733;"4BG";0
"14556";14556;2004115;"2DO";3061.32
"14557";14557;2004115;"1RC";0
"14571";14571;2021993;"2DO";302.77
"14581";14581;2007853;"1RC";1172
"14582";14582;2009637;"2DO";1115.07
"14594";14594;2000541;"3VI";318.83
"14604";14604;2018296;"5CO";239.2
"14605";14605;2018296;"2DO";82.04
"14622";14622;2014946;"4BG";367.88
"14626";14626;2005605;"2DO";-597.15
"14634";14634;2018473;"2DO";4377.51
"14635";14635;2018473;"1RC";1172
"14641";14641;2010627;"2DO";751.35
"14644";14644;2021746;"2DO";-777.09
"14652";14652;2008985;"2DO";739.68
"14653";14653;2006941;"2DO";1121.71
"14654";14654;2006941;"1RC";1172
"14675";14675;2022514;"4BG";541.86
"14678";14678;2017904;"2DO";283.01
"14683";14683;2003760;"4BG";464.8
"14698";14698;2018783;"2DO";0
"14721";14721;2000462;"4BG";509.13
"14743";14743;2010227;"2DO";-259.78
"14755";14755;2008318;"2DO";2343.35
"14765";14765;2014611;"4BG";280.81
"14788";14788;2016850;"5CO";0
"14789";14789;2016850;"2DO";14770.2
"14790";14790;2016850;"1RC";2953.77
"14796";14796;2001853;"2DO";1477.65
"14813";14813;2013863;"2DO";1998.07
"14817";14817;3034;"4BG";454.67
"14829";14829;2010627;"2DO";5152.36
"14830";14830;2010627;"1RC";556.14
"14831";14831;2010627;"1RC";822.57
"14839";14839;5555;"3VI";200.05
"14840";14840;2006136;"2DO";1127.86
"14841";14841;2006136;"1RC";1172
"14853";14853;2010749;"2DO";86.47
"14862";14862;2006813;"2DO";-293.28
"14872";14872;5181;"2DO";2265.28
"14873";14873;2009738;"2DO";294.33
"14948";14948;2018296;"2DO";181.85
"14950";14950;2018296;"1RC";586
"14980";14980;2018783;"2DO";1579.54
"14985";14985;2009456;"2DO";73.05
"14986";14986;2009456;"1RC";1400
"15005";15005;2016172;"1RC";0
"15007";15007;2000581;"4BG";481.05
"15031";15031;2017677;"2DO";-564.43
"15035";15035;2005030;"2DO";189.33
"15043";15043;2003760;"2DO";1968.29
"15069";15069;2008346;"4BG";597.52
"15080";15080;2010749;"4BG";471.02
"15092";15092;2009637;"2DO";4680.52
"15094";15094;2009637;"1RC";0
"15096";15096;2006275;"1RC";1172
"15097";15097;2018982;"2DO";0
"15098";15098;2025218;"2DO";-223.94
"15118";15118;2005030;"2DO";1083.79
"15148";15148;2026378;"2DO";87.64
"15157";15157;2003715;"2DO";508.65
"15210";15210;2024593;"2DO";-566.29
"15211";15211;2000916;"2DO";1065.2
"15212";15212;2000916;"1RC";0
"15243";15243;2016246;"1RC";1172
"15244";15244;2019723;"4BG";460.76
"15257";15257;2002749;"2DO";1714.42
"15258";15258;2002749;"1RC";5469.68
"15259";15259;2002749;"1RC";5496.92
"15268";15268;2019727;"4BG";650.04
"15286";15286;2014392;"2DO";334.3
"15303";15303;2003070;"4BG";323.97
"15334";15334;2025587;"1RC";-437.42
"15432";15432;2008812;"2DO";1176.78
"15455";15455;3694;"2DO";11023.99
"15466";15466;2005079;"4BG";756.37
"15468";15468;2022897;"4BG";291.57
"15490";15490;2011234;"1RC";1172
"15491";15491;2012160;"2DO";-63.82
"15493";15493;2002145;"1RC";356.68
"15499";15499;2025093;"2DO";-178.94
"15517";15517;2011285;"2DO";1707.84
"15532";15532;2021568;"2DO";1508.22
"15534";15534;2021568;"1RC";0
"15535";15535;2021568;"1RC";586
"15537";15537;2002780;"2DO";0
"15559";15559;2008321;"4BG";976.35
"15564";15564;2003504;"4BG";635.81
"15570";15570;1004836;"2DO";1570.15
"15589";15589;1083;"2DO";70.88
"15590";15590;2013257;"2DO";192.68
"15595";15595;2018538;"2DO";69.12
"15605";15605;2015668;"4BG";570.67
"15613";15613;2013456;"1RC";406.64
"15614";15614;2013456;"1RC";1172
"15633";15633;2014794;"1RC";0
"15642";15642;2566;"2DO";1128.53
"15643";15643;2028214;"2DO";1142.8
"15658";15658;2024593;"2DO";463.24
"15659";15659;2024593;"1RC";1172
"15670";15670;2018538;"2DO";782.52
"15685";15685;2008588;"2DO";0
"15687";15687;2001075;"2DO";646.41
"15688";15688;2001075;"1RC";1172
"15699";15699;2025093;"2DO";-63.99
"15700";15700;2025093;"1RC";586
"15720";15720;2026349;"2DO";612.33
"15731";15731;2019954;"4BG";774.39
"15746";15746;2008318;"3VI";114.62
"15754";15754;2006710;"2DO";1664.33
"15755";15755;2028214;"2DO";1580.48
"15768";15768;2025093;"2DO";89.99
"15797";15797;2001057;"2DO";1416.18
"15806";15806;2015655;"2DO";1749.04
"15808";15808;2002776;"2DO";853.36
"15809";15809;2017603;"2DO";-608.76
"15816";15816;2017328;"1RC";1172
"15821";15821;2021880;"2DO";91.99
"15827";15827;2011750;"2DO";3094.08
"15831";15831;2010227;"3VI";763.37
"15851";15851;714;"4BG";687.82
"15854";15854;2004616;"4BG";129.35
"15861";15861;2025009;"4BG";587.62
"15868";15868;2025218;"2DO";-850.04
"15889";15889;2008875;"4BG";356.37
"15892";15892;2010627;"1RC";1172
"15904";15904;2015378;"2DO";89.7
"15923";15923;2026349;"4BG";559.64
"15941";15941;2036127;"2DO";874.65
"15942";15942;2036127;"1RC";556.14
"15943";15943;2036127;"1RC";0
"15948";15948;2007185;"2DO";283.48
"15959";15959;2027373;"1RC";1172
"15978";15978;2009138;"2DO";322.55
"15979";15979;2009138;"1RC";1172
"15981";15981;2011750;"2DO";276.44
"15982";15982;2018974;"2DO";5591.84
"16001";16001;2022363;"3VI";10861.31
"16008";16008;2002397;"2DO";277.17
"16011";16011;2011993;"2DO";0
"16012";16012;2011993;"1RC";0
"16044";16044;2022602;"4BG";521.03
"16060";16060;2021643;"2DO";-116.72
"16086";16086;2007960;"1RC";-316.84
"16105";16105;2023206;"2DO";1053.49
"16121";16121;2016199;"1RC";1172
"16127";16127;6375;"2DO";83.8
"16132";16132;2005589;"2DO";-8.67
"16140";16140;2005589;"4BG";610.79
"16145";16145;2020646;"6CL";6924.3
"16154";16154;2011495;"4BG";687.25
"16169";16169;2028229;"2DO";876.87
"16171";16171;2028229;"1RC";-795.55
"16172";16172;2005815;"5CO";556.14
"16173";16173;2005815;"2DO";-263.77
"16175";16175;2013819;"6CL";8060.16
"16183";16183;2002420;"4BG";502.4
"16185";16185;2003586;"2DO";1016.56
"16186";16186;2035885;"2DO";813.93
"16201";16201;2027166;"4BG";77.11
"16217";16217;2029445;"1RC";-106.45
"16218";16218;2027150;"2DO";741.3
"16219";16219;2027150;"1RC";5372.15
"16220";16220;2001325;"2DO";-418.57
"16237";16237;2652;"4BG";53.36
"16238";16238;2004293;"2DO";0
"16254";16254;2001740;"4BG";632.7
"16263";16263;2016596;"4BG";680.99
"16272";16272;2010292;"2DO";236.43
"16276";16276;2005815;"2DO";0
"16277";16277;2005815;"1RC";802.28
"16278";16278;2005815;"1RC";76
"16307";16307;2016806;"2DO";42.53
"16311";16311;2011670;"4BG";398.22
"16317";16317;2022087;"4BG";652.14
"16330";16330;2017494;"1RC";-47.3
"16336";16336;1963;"1RC";422.05
"16353";16353;2013456;"1RC";1172
"16369";16369;2001325;"2DO";793.41
"16370";16370;9501;"2DO";66.11
"16381";16381;9501;"1RC";1037.95
"16384";16384;2002740;"2DO";90.23
"16385";16385;2002740;"1RC";1172
"16413";16413;2026528;"4BG";625.16
"16453";16453;2023017;"3VI";552.75
"16457";16457;2025547;"2DO";103.45
"16477";16477;2020346;"2DO";890.7
"16482";16482;2013872;"4BG";170.63
"16491";16491;2020877;"2DO";798.43
"16534";16534;2011491;"2DO";1927.22
"16535";16535;2011491;"1RC";2108.49
"16537";16537;2011491;"1RC";1204
"16538";16538;2026939;"1RC";84.92
"16548";16548;2004545;"3VI";753.74
"16556";16556;2020268;"4BG";381.12
"16611";16611;2000414;"1RC";540.36
"16624";16624;2022000;"2DO";2512
"16650";16650;2022125;"4BG";525.58
"16668";16668;2015668;"3VI";1513.08
"16701";16701;2020031;"2DO";934.21
"16703";16703;2020031;"1RC";1110.69
"16752";16752;2021122;"4BG";406.35
"16753";16753;2000541;"4BG";440.1
"16787";16787;2022700;"1RC";0
"16803";16803;2002945;"2DO";0
"16808";16808;2025500;"4BG";623.49
"16815";16815;2026939;"4BG";692.04
"16834";16834;7890;"2DO";0
"16853";16853;2015655;"2DO";2445.22
"16854";16854;2015655;"1RC";556.14
"16855";16855;2015655;"1RC";459.93
"16881";16881;2027373;"3VI";3850.56
"16883";16883;2038159;"2DO";69.67
"16901";16901;6505;"2DO";0
"16915";16915;2002548;"2DO";1274.22
"16931";16931;2026939;"3VI";1820.69
"16933";16933;2036077;"2DO";1749.16
"16940";16940;2018098;"1RC";1172
"16984";16984;2022964;"4BG";535.6
"16987";16987;2026207;"1RC";1172
"17001";17001;217;"1RC";0
"17043";17043;2029417;"4BG";710.79
"17044";17044;2039023;"4BG";382.91
"17073";17073;2002950;"2DO";0
"17074";17074;2002950;"1RC";0
"17080";17080;2019907;"1RC";0
"17085";17085;2014482;"2DO";-755.8
"17089";17089;4263;"1RC";549.21
"17092";17092;2029445;"1RC";0
"17101";17101;2013207;"2DO";1430.31
"17104";17104;2006467;"2DO";1213.54
"17111";17111;1870;"2DO";343.77
"17117";17117;2017613;"2DO";3886.62
"17151";17151;2020031;"2DO";950.46
"17167";17167;3028150;"2DO";-274.27
"17175";17175;7652;"2DO";2635.67
"17183";17183;2003504;"4BG";538.85
"17186";17186;7652;"1RC";2767.64
"17195";17195;3015899;"2DO";450.79
"17198";17198;3034887;"2DO";1412.18
"17219";17219;1870;"1RC";1692.29
"17259";17259;3038465;"2DO";564.08
"17260";17260;3038465;"1RC";1204
"17272";17272;3013614;"2DO";1623.63
"17284";17284;3016982;"2DO";1134.25
"17285";17285;3016982;"1RC";1204
"17314";17314;3041107;"1RC";114759.95
"17346";17346;3042820;"2DO";2565.17
"17348";17348;3017617;"2DO";23395.25
"17354";17354;3004940;"2DO";433.65
"17359";17359;3041995;"3VI";1030.54
"17404";17404;3041482;"4BG";468.29
"17409";17409;3011185;"4BG";728.62
"17419";17419;709;"1RC";0
"17421";17421;3042701;"1RC";1204
"17438";17438;3010780;"3VI";461.62
"17449";17449;3040252;"4BG";312.88
"17474";17474;6375;"2DO";3348.5
"17485";17485;6375;"1RC";2031.77
"17494";17494;3022673;"4BG";545.41
"17520";17520;2042109;"2DO";-870.45
"17535";17535;3025890;"5CO";100359.37
"17536";17536;3025890;"2DO";15266.85
"17537";17537;3025890;"1RC";369131.88
"17538";17538;3025890;"1RC";13823.26
"17541";17541;3017218;"4BG";589.93
"17545";17545;3040211;"2DO";846.03
"17552";17552;2018682;"2DO";54.47
